id,name_enUS,name_koKR,name_frFR,name_deDE,name_zhCN,name_ruRU,name_esES,name_ptPT,nameMask,itemId_1,itemId_2,itemId_3,itemId_4,itemId_5,itemId_6,itemId_7,itemId_8,itemId_9,itemId_10,itemId_11,itemId_12,itemId_13,itemId_14,itemId_15,itemId_16,itemId_17,setSpellId_1,setSpellId_2,setSpellId_3,setSpellId_4,setSpellId_5,setSpellId_6,setSpellId_7,setSpellId_8,setThreshold_1,setThreshold_2,setThreshold_3,setThreshold_4,setThreshold_5,setThreshold_6,setThreshold_7,setThreshold_8,requiredSkillId,requiredSkillRank
463,Primal Blessing,,,Ursegen,原始祝福,Простое Благословение,Bendición Primigenia,Bênção Primeva,4128894,19896,19910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24256,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
464,Overlord's Resolution,,,Erlass des Oberherren,督军的决心,Решимость Властителя,Resolución de Señor Supremo,Determinação Do Lorde Supremo,4128894,19873,19912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13669,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
465,Prayer of the Primal,,,Gebet der Uralten,远古祷言,Молитва Изначального,Rezo del Primigenio,Prece Dos Primevos,4128894,19863,19920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9318,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
466,Major Mojo Infusion,,,Kraft des Mojo,极效魔精套装,Великое Вуду,Infusión de Mojo Sublime,Infusão Maior de Mojo,4128894,19898,19925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9336,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
467,The Highlander's Resolution,,,Unbeugsamkeit des Highlander,高地人的决心,Решимость Горца,Resolución del Montañés,A Resolução Das Terras Altas,4128894,20041,20048,20057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,7597,45530,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0
468,The Highlander's Resolve,,,Entschlossenheit des Highlander,高地人的执著,Твердость Горца,Decisión del Montañés,A Decisão Das Terras Altas,4128894,20042,20049,20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7597,7503,45530,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0
469,The Highlander's Determination,,,Inbrunst des Highlander,高地人的果断,Решимость Горца,Determinación del Montañés,A Determinação Das Terras Altas,4128894,20043,20050,20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,7597,45530,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0
470,The Highlander's Fortitude,,,Seelenkraft des Highlander,高地人的坚韧,Стойкость Горца,Entereza del Montañés,A Fortitude Das Terras Altas,4128894,20044,20051,20056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18384,7503,45530,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0
471,The Highlander's Purpose,,,Schicksalsmacht des Highlander,高地人的毅力,Цель Горца,Propósito del Montañés,O Desígnio Das Terras Altas,4128894,20052,20045,20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,7597,45530,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0
472,The Highlander's Will,,,Wille des Highlander,高地人的意志,Воля Горца,Voluntad del Montañés,A Vontade Das Terras Altas,4128894,20053,20046,20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18384,7503,45530,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0
473,The Highlander's Intent,,,Eifer des Highlander,高地人的专注,Упорство Горца,Intención del Montañés,A Intenção Das Terras Altas,4128894,20054,20047,20061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,18384,18384,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0
474,Vindicator's Battlegear,,,Schlachtrüstung des Vollstreckers,辩护者重甲,Броня Стража,Equipo de Batalla del Vindicador,Equipamento de Batalha Do Vindicante,4128894,19951,19577,19824,19823,19822,0,0,0,0,0,0,0,0,0,0,0,0,13675,24456,24431,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0
475,Freethinker's Armor,,,Rüstung des Freidenkers,思考者护甲,Доспехи Вольнодумца,Armadura del Librepensador,Armadura do Livre-Pensador,4128894,19952,19588,19827,19826,19825,0,0,0,0,0,0,0,0,0,0,0,0,21618,23591,24460,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0
476,Augur's Regalia,,,Ornat des Weissagers,预言者套装,Регалии Авгура,Atavío de Augur,Paramentos Do Áugure,4128894,19609,19956,19830,19829,19828,0,0,0,0,0,0,0,0,0,0,0,0,21618,24461,24462,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0
477,Predator's Armor,,,Rüstung des Raubtiers,捕猎者套装,Доспехи Хищника,Armadura de Depredador,Armadura Do Predador,4128894,19621,19953,19833,19832,19831,0,0,0,0,0,0,0,0,0,0,0,0,9331,24465,24467,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0
478,Madcap's Outfit,,,Rüstzeug des Wildfangs,狂妄者套装,Одеяния Безумца,Equipo del Loquillo,Equipamento Do Lunático,4128894,19617,19954,19836,19835,19834,0,0,0,0,0,0,0,0,0,0,0,0,9331,24469,24471,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0
479,Haruspex's Garb,,,Gewänder des Haruspex,占卜师套装,Наряд Гаруспика,Atuendo de Haruspex,Traje Do Harúspice,4128894,19613,19955,19840,19839,19838,0,0,0,0,0,0,0,0,0,0,0,0,21618,24480,24479,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0
480,Confessor's Raiment,,,Gewänder des Glaubenshüters,忏悔者衣饰,Облачение Исповедника,Vestiduras de Confesor,Traje Do Confessor,4128894,19594,19958,19843,19842,19841,0,0,0,0,0,0,0,0,0,0,0,0,9408,24483,24482,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0
481,Demoniac's Threads,,,Roben des Besessenen,恶魔师护甲,Дьявольские Нити,Vestuario Demoníaco,Andrajos Do Demoníaco,4128894,19605,19957,19848,19849,20033,0,0,0,0,0,0,0,0,0,0,0,0,9417,24486,24487,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0
482,Illusionist's Attire,,,Roben des Illusionisten,幻术师套装,Наряд Мастера Иллюзий,Atuendo del Ilusionista,Vestuário Do Ilusionista,4128894,19601,19959,19846,19845,20034,0,0,0,0,0,0,0,0,0,0,0,0,9417,24489,24491,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0
483,The Defiler's Determination,,,Inbrunst der Entweihten,污染者的果断,Решимость Осквернителя,Determinación del Rapiñador,A Determinação Do Profanador,4128894,20158,20154,20150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,7597,45530,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0
484,The Defiler's Fortitude,,,Seelenkraft der Entweihten,污染者的坚韧,Стойкость Осквернителя,Entereza del Rapiñador,A Fortitude Do Profanador,4128894,20195,20199,20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,18384,45530,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0
485,The Defiler's Intent,,,Eifer der Entweihten,污染者的专注,Цель Осквернителя,Intención del Rapiñador,A Intenção Do Profanador,4128894,20176,20159,20163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,18384,45530,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0
486,The Defiler's Purpose,,,Schicksalsmacht der Entweihten,污染者的毅力,Решимость Осквернителя,Propósito del Rapiñador,O Desígnio Do Profanador,4128894,20186,20190,20194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,7597,45530,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0
487,The Defiler's Resolution,,,Ledergut der Entweihten,污染者的决心,Решимость Осквернителя,Resolución del Rapiñador,A Resolução Do Profanador,4128894,20204,20208,20212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,7597,45530,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0
488,The Defiler's Will,,,Wille der Entweihten,污染者的意志,Воля Осквернителя,Voluntad del Rapiñador,O Desejo Do Profanador,4128894,20167,20171,20175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,18384,45530,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0
489,Black Dragon Mail,,,Schwarzer Drachenschuppenpanzer,黑龙锁甲,Кольчуга Черного Дракона,Malla de Dragón Negro,Malha Do Dragão Negro,4128894,16984,15050,15052,15051,0,0,0,0,0,0,0,0,0,0,0,0,0,15464,7598,14598,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0
490,Green Dragon Mail,,,Grüner Drachenschuppenpanzer,绿龙锁甲,Кольчуга Зеленого Дракона,Malla de Dragón Verde,Malha Do Dragão Verde,4128894,15045,15046,20296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21625,21894,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
491,Blue Dragon Mail,,,Blauer Drachenschuppenpanzer,蓝龙锁甲,Кольчуга Синего Дракона,Malla de Dragón Azul,Malha Do Dragão Azul,4128894,15048,20295,15049,65015,0,0,0,0,0,0,0,0,0,0,0,0,0,18675,14127,45543,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0
492,Twilight Trappings,,,Zwielichtzierat,暮光套装,Сумеречное Облачение,Ajuar Crepuscular,Ornamentos Do Crepúsculo,4128894,20406,20408,20407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24746,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
493,Genesis Regalia,,,Gewänder des Genesis,起源套装,Регалии Бытия,Vestiduras Génesis,Paramentos da Gênese,4128894,21355,21353,21354,21356,21357,0,0,0,0,0,0,0,0,0,0,0,0,26106,18056,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0
494,Symbols of Unending Life,,,Symbole des Endlosen Lebens,不灭的生命,Символы Бесконечной Жизни,Símbolos de Vida Inagotable,Símbolos Da Vida Interminável,4128894,21408,21409,21407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26107,52697,52693,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0
495,Battlegear of Unyielding Strength,,,Schlachtrüstung der unnachgiebigen Stärke,坚定的力量,Броня Непреклонной Силы,Equipo de Batalla de Fuerza Implacable,Equipamento de Batalha Da Força Obstinada,4128894,21394,21392,21393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26111,52686,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
496,Conqueror's Battlegear,,,Schlachtrüstung des Eroberers,征服者,Броня Завоевателя,Equipo de Batalla de Conquistador,Equipamento de Guerra Do Conquistador,4128894,21331,21329,21333,21332,0,21330,0,0,0,0,0,0,0,0,0,0,0,26109,26110,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0
497,Deathdealer's Embrace,,,Umarmung des Todesboten,死亡执行者的拥抱,Объятия Смертоносца,Abrazo de Mortífero,Abraço Do Causamortis,4128894,0,21359,21360,21361,21362,21364,0,0,0,0,0,0,0,0,0,0,0,26112,26113,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0
498,Emblems of Veiled Shadows,,,Emblem der Schattenschleier,笼罩之阴影,Знаки Скрытых Теней,Emblemas de las Sombras Ocultas,Emblemas Das Sombras Veladas,4128894,21405,21406,21404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26114,52688,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
499,Doomcaller's Raiment,,,Mantel des Verdammnisrufers,厄运召唤者,Одеяние Призывателя Рока,Vestiduras de Clamacondenas,Traje do Arauto da Ruína,4128894,21337,21338,21335,21334,21336,0,0,0,0,0,0,0,0,0,0,0,0,26117,26116,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0
500,Implements of Unspoken Names,,,Ritualroben der ungesagten Namen,禁断的邪语,Воплощение Неназванных Имен,Implementos de los Nombres Prohibidos,Implementos Dos Nomes Proibidos,4128894,21416,21417,21418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26118,52681,52682,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0
501,Stormcaller's Garb,,,Gewänder des Sturmrufers,风暴召唤者,Одеяния Зова Бури,Atuendo de Clamatormentas,Traje Do Tempestário,4128894,21372,21373,21374,21375,21376,0,0,0,0,0,0,0,0,0,0,0,0,26119,51884,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0
502,Gift of the Gathering Storm,,,Gabe der aufziehenden Stürme,聚集的风暴,Дар Надвигающейся Бури,Ofrenda de la Tormenta Inminente,Dádiva Da Tempestade Iminente,4128894,21400,21398,21399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26123,52701,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
503,Enigma Regalia,,,Gewänder des Mysteriums,神秘套装,Регалии Тайны,Atavío Enigma,Paramentos do Enigma,4128894,21344,21347,21346,21343,21345,0,0,0,0,0,0,0,0,0,0,0,0,26127,26128,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0
504,Trappings of Vaulted Secrets,,,Zierat der behüteten Geheimnisse,魔法的秘密,Облачение Погребенных Тайн,Ajuar de Secretos Oscuros,Ornamentos Dos Segredos Obscuros,4128894,21414,21413,21415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26131,52690,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
505,Avenger's Battlegear,,,Schlachtrüstung des Rächers,复仇者,Броня Мстителя,Equipo de Batalla del Vengador,Equipamento de Batalha Do Vingador,4128894,21389,21387,21388,21390,21391,0,0,0,0,0,0,0,0,0,0,0,0,51818,28264,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0
506,Battlegear of Eternal Justice,,,Schlachtrüstung der ewigen Gerechtigkeit,永恒的公正,Броня Вечной Справедливости,Equipo de Batalla de Justicia Eterna,Equipamento de Batalha Da Justiça Eterna,4128894,21397,21395,21396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26135,52698,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
507,Regalia of the Oracle,,,Gewänder des Orakels,神谕者,Регалии Оракула,Atavío del Oráculo,Paramentos do Oráculo,4128894,21349,21350,21348,21352,21351,0,0,0,0,0,0,0,0,0,0,0,0,51789,51796,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0
508,Finery of Infinite Wisdom,,,Pracht der unendlichen Weisheit,无尽的智慧,Облачение Бесконечной Мудрости,Galas de Sabiduría Infinita,Ornato Da Sabedoria Infinita,4128894,21410,21411,21412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26172,52699,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
509,Striker's Garb,,,Gewand des hetzers,攻击者,Одеяния Бойца,Atuendo de Asediador,Vestes Do Atirador,4128894,21366,21365,21370,21368,21367,0,0,0,0,0,0,0,0,0,0,0,0,26173,26174,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0
510,Trappings of the Unseen Path,,,Zierat des unsichtbaren Pfads,隐秘的通途,Ловушки Незримого Пути,Ajuar de la Senda Oculta,Ornamentos Do Caminho Oculto,4128894,21403,21401,21402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26176,52685,52684,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0
511,Battlegear of Heroism,,,Schlachtrüstung des Heldentums,英勇,Броня Героизма,Equipo de Batalla de Heroísmo,Equipamento de Batalha Do Heroísmo,4128894,21994,21995,21996,21997,21998,21999,22000,22001,0,0,0,0,0,0,0,0,0,0,14049,18679,27419,14803,0,0,0,0,6,2,4,8,0,0,0,0,0
512,Darkmantle Armor,,,Dunkelmantelrüstung,暗幕,Доспехи Покрова Тьмы,Armadura Mantoscuro,Armadura Do Manto Negro,4128894,22002,22003,22004,22005,22006,22007,22008,22009,0,0,0,0,0,0,0,0,0,0,14049,18679,27787,14803,0,0,0,0,6,2,4,8,0,0,0,0,0
513,Moonheart Raiment,,,Ornat des Mondherzen,狂野之心,Одеяния Лунного Сердца,Vestiduras Cuoroferal,Traje do Coração Lunar,4128894,22106,22107,22108,22109,22110,22111,22112,22113,0,0,0,0,0,0,0,0,0,14047,0,18679,0,27781,14803,0,0,6,6,2,0,4,8,0,0,0,0
514,Vestments of the Virtuous,,,Gewänder des Tugendhaften,坚贞,Ризы Добродетели,Vestimentas del Virtuoso,Vestimenta Do Virtuoso,4128894,22078,22079,22080,22081,22082,22083,22084,22085,0,0,0,0,0,0,0,0,0,0,14047,18679,27778,14803,0,0,0,0,6,2,4,8,0,0,0,0,0
515,Beastmaster Armor,,,Rüstung der Tierherrschaft,兽王,Доспехи Повелителя Зверей,Armadura de Maestro de Bestias,Armadura Do Senhor Das Feras,4128894,22010,22011,22061,22013,22015,22016,22017,22060,0,0,0,0,0,0,0,0,0,0,0,0,0,14049,18679,27785,14803,0,0,0,0,6,2,4,8,0,0
516,Soulforge Armor,,,Rüstung der Seelenschmiede,魂铸,Доспехи Закаленного Духа,Armadura Forjaalma,Armadura Da Forja Da Alma,4128894,22086,22087,22088,22089,22090,22091,22092,22093,0,0,0,0,0,0,0,0,0,0,14049,18679,27498,14803,0,0,0,0,6,2,4,8,0,0,0,0,0
517,Sorcerer's Regalia,,,Ornat der Zauberkünste,巫师,Регалии Чародея,Atavío de Hechicero,Paramentos Do Feiticeiro,4128894,22062,22063,22064,22065,22066,22067,22068,22069,0,0,0,0,0,0,0,0,0,0,0,0,14803,27867,18679,14047,0,0,0,0,8,4,2,6,0,0,0
518,Deathmist Raiment,,,Roben des Todesnebels,死雾,Одеяния Тумана Смерти,Vestiduras Brumamorta,Traje Brumorte,4128894,22070,22071,22072,22073,22074,22075,22076,22077,0,0,0,0,0,0,0,0,0,0,0,14047,18679,27780,14803,0,0,0,0,6,2,4,8,0,0,0,0
519,The Five Thunders,,,Die fünf Donner,五雷,Пять Громов,Los Cinco Truenos,Os Cinco Trovões,4128894,22095,22096,22097,22098,22099,22100,22101,22102,0,0,0,0,0,0,0,0,0,0,0,0,14047,18679,27774,14803,0,0,0,0,6,2,4,8,0,0,0
520,Ironweave Battlesuit,,,Eisengewebte Kampfrüstung,铁纹作战套装,Железнотканые Доспехи,Traje de Batalla de Hilacero,Traje de Batalha de Tramaférrea,4128894,22306,22311,22313,22302,22304,22305,22303,22301,0,0,0,0,0,0,0,0,0,27733,23727,13669,14462,15957,0,0,0,2,6,6,4,8,0,0,0,0,0
521,Dreamwalker Raiment,,,Gewänder des Traumwandlers,梦游者,Одеяния Сновидца,Vestiduras Caminasueños,Traje Andassonho,4128894,22492,22494,22493,22490,22489,22491,22488,22495,23064,0,0,0,0,0,0,0,0,28743,28744,28716,28719,0,0,0,0,4,6,2,8,0,0,0,0,0,0
522,Champion's Guard,,,Verteidigung des Feldherren,勇士的套装,Стража Защитника,Guardia de Campeón,Guarda Do Campeão,4128894,22864,22856,22879,22880,23257,23258,0,0,0,0,0,0,0,0,0,0,0,14049,23048,14467,0,0,0,0,0,2,4,6,0,0,0,0,0,0,0
523,Dreadnaught's Battlegear,,,Schlachtrüstung des Schreckenspanzers,无畏,Броня Дредноута,Equipo de Batalla Acorator,Equipamento de Batalha Couraçado,4128894,22423,22416,22421,22422,22418,22417,22419,22420,0,23059,0,0,0,0,0,0,0,28842,28844,28843,28845,0,0,0,0,6,2,4,8,0,0,0,0,0,0
524,Bonescythe Armor,,,Rüstung der Knochensense,骨镰,Доспехи Костяной Косы,Armadura Segahuesos,Armadura Ceifa-Ossos,4128894,22483,22476,22481,22478,22477,22479,22480,22482,23060,0,0,0,0,0,0,0,0,28812,28814,28816,28811,0,0,0,0,4,8,2,6,0,0,0,0,0,0
525,Vestments of Faith,,,Gewänder des Glaubens,信仰,Ризы Веры,Vestimentas de Fe,Vestimenta Da Fé,4128894,22518,22519,22514,22517,22513,22512,22516,22515,23061,0,0,0,0,0,0,0,0,28809,28802,28807,28808,0,0,0,0,4,8,2,6,0,0,0,0,0,0
526,Frostfire Regalia,,,Ornat des Frostfeuers,霜火,Регалии Ледяного Пламени,Atavío de Fuego de Escarcha,Paramentos de Fogofrio,4128894,22502,22503,22498,22501,22497,22496,22500,22499,23062,0,0,0,0,0,0,0,0,28771,28763,28761,28764,0,0,0,0,6,2,8,4,0,0,0,0,0,0
527,The Earthshatterer,,,Der Erdspalter,碎地者,Землекрушитель,El Trizaterrador,O Quebraterra,4128894,22468,22470,22469,22466,22465,22467,22464,22471,23065,0,0,0,0,0,0,0,0,28823,29171,28818,28821,0,0,0,0,6,4,2,8,0,0,0,0,0,0
528,Redemption Armor,,,Rüstung der Erlösung,救赎,Доспехи Возмездия,Armadura de Redención,Armadura Da Redenção,4128894,22430,22431,22426,22428,22427,22429,22425,22424,23066,0,0,0,0,0,0,0,0,51820,28774,51821,28787,0,0,0,0,2,4,6,8,0,0,0,0,0,0
529,Plagueheart Raiment,,,Gewänder des Seuchenherzens,瘟疫之心,Облачение Проклятого Сердца,Vestiduras Corazón de Peste,Traje Coração Pestilento,4128894,22510,22511,22506,22509,22505,22504,22508,22507,23063,0,0,0,0,0,0,0,0,28829,28830,28831,28746,0,0,0,0,4,8,2,6,0,0,0,0,0,0
530,Cryptstalker Armor,,,Rüstung des Gruftläufers,地穴追猎者,Доспехи Расхитителя Гробниц,Armadura de Acechacriptas,Armadura Do Criptalante,4128894,22440,22442,22441,22438,22437,22439,22436,22443,23067,0,0,0,0,0,0,0,0,28752,28751,28756,28755,0,0,0,0,6,8,4,2,0,0,0,0,0,0
533,Battlegear of Undead Slaying,,,Kampfrüstung des Untotenschlachtens,亡灵毁灭者,Броня Истребления Нежити,Equipo de Batalla de Matanza de No-muertos,Equipamento de Batalha de Matar Mortos-vivos,4128894,23090,23087,23078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29068,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
534,Undead Slayer's Armor,,,Rüstung des Untotenschlächters,亡灵屠戮者的护甲,Доспехи Истребителя Нежити,Armadura de Asesino de No-muertos,Armadura do Matador de Mortos-vivos,4128894,23081,23089,23093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29068,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
535,Garb of the Undead Slayer,,,Gesegnetes Gewand des Untotenschlächters,亡灵屠戮者的装备,Облачение Истребителя Нежити,Atuendo de Asesino de No-muertos,Trajes do Matador de Mortos-vivos,4128894,23088,23082,23092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29068,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
536,Regalia of Undead Cleansing,,,Ornat der Untotenbekämpfung,亡灵净化者,Регалии Зачистки Нежити,Atavío de Eliminación de No-muertos,Paramentos da Purificação de Mortos-vivos,4128894,23091,23084,23085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29068,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
537,Champion's Battlearmor,,,Schlachtrüstung des Champions,勇士的战铠,Латы Защитника,Armadura de Batalla de Campeón,Armadura de Batalha Do Campeão,4128894,22868,22858,22872,22873,23244,23243,0,0,0,0,0,0,0,0,0,0,0,14049,22738,14467,45530,0,0,0,0,2,4,6,6,0,0,0,0,0,0
538,Champion's Stormcaller,,,Sturmornat des Feldherren,勇士的风暴,Зов Бури Защитника,Clamatormentas de Campeón,Tempestário Do Campeão,4128894,22857,22867,22876,22887,23259,23260,0,0,0,0,0,0,0,0,0,0,0,14049,22804,14467,45530,0,0,0,0,2,4,6,6,0,0,0,0,0,0
539,Champion's Refuge,,,Haingewand des Feldherren,勇士的庇护,Спасение Защитника,Refugio de Campeón,Refúgio Do Campeão,4128894,22863,22852,22877,22878,23253,23254,0,0,0,0,0,0,0,0,0,0,0,14049,23218,14467,45530,0,0,0,0,2,4,6,6,0,0,0,0,0,0
540,Champion's Investiture,,,Würdengewand des Feldherren,勇士的授权,Убор Защитника,Investidura de Campeón,Investidura Do Campeão,4128894,22869,22859,22882,22885,23261,23262,0,0,0,0,0,0,0,0,0,0,0,14047,23044,14467,45530,0,0,0,0,2,4,6,6,0,0,0,0,0,0
541,Champion's Dreadgear,,,Schreckensrüstung des Feldherren,勇士的鬼纹,Грозные Доспехи Защитника,Equipo de Terror de Campeón,Equipamento Medonho Do Campeão,4128894,22865,22855,23255,23256,22881,22884,0,0,0,0,0,0,0,0,0,0,0,14467,14047,23047,45530,0,0,0,0,6,2,4,6,0,0,0,0,0,0
542,Champion's Arcanum,,,Arkanum des Feldherren,勇士的秘密,Тайна Защитника,Arcanum de Campeón,Arcano Do Campeão,4128894,22870,22860,23263,23264,22883,22886,0,0,0,0,0,0,0,0,0,0,0,14047,14467,23025,45530,0,0,0,0,2,6,4,6,0,0,0,0,0,0
543,Champion's Pursuance,,,Jagdrüstung des Feldherren,勇士的职责,Упорство Защитника,Cumplimiento de Campeón,Prossecução Do Campeão,4128894,22843,22862,23251,23252,22874,22875,0,0,0,0,0,0,0,0,0,0,0,23158,14467,14384,45530,0,0,0,0,4,6,2,6,0,0,0,0,0,0
544,Lieutenant Commander's Redoubt,,,Zeremonienrüstung des Feldkommandanten,少校的壁垒,Оплот Лейтенанта-Командора,Reducto de Teniente Coronel,Reduto do Tenente-Comandante,4128894,23272,23273,23274,23275,23276,23277,0,0,0,0,0,0,0,0,0,0,0,14047,14467,23302,45530,0,0,0,0,2,6,4,6,0,0,0,0,0,0
545,Lieutenant Commander's Battlearmor,,,Sturmrüstung des Feldkommandanten,少校的战铠,Боевые Доспехи Лейтенанта-Командора,Armadura de Batalla de Teniente Coronel,Armadura de Batalha do Tenente-Comandante,4128894,23300,23301,23286,23287,23314,23315,0,0,0,0,0,0,0,0,0,0,0,22738,14467,14049,45530,0,0,0,0,4,6,2,6,0,0,0,0,0,0
546,Lieutenant Commander's Arcanum,,,Arkanum des Feldkommandanten,少校的秘密,Тайна Лейтенанта-Командора,Arcanum de Teniente Coronel,Arcano do Tenente-Comandante,4128894,23304,23305,23290,23291,23318,23319,0,0,0,0,0,0,0,0,0,0,0,14047,14467,23025,45530,0,0,0,0,2,6,4,6,0,0,0,0,0,0
547,Lieutenant Commander's Dreadgear,,,Schreckensrüstung des Feldkommandanten,少校的鬼纹,Грозные Доспехи Лейтенанта-Командора,Equipo de Terror de Teniente Coronel,Equipamento Medonho do Tenente-Comandante,4128894,23296,23297,23282,23283,23310,23311,0,0,0,0,0,0,0,0,0,0,0,14047,14467,23047,45530,0,0,0,0,2,6,4,6,0,0,0,0,0,0
548,Lieutenant Commander's Guard,,,Gewänder des Feldkommandanten,少校的护卫,Стража Лейтенанта-Командора,Guardia de Teniente Coronel,Guarda do Tenente-Comandante,4128894,23298,23299,23284,23285,23312,23313,0,0,0,0,0,0,0,0,0,0,0,23048,14467,14049,45530,0,0,0,0,4,6,2,6,0,0,0,0,0,0
549,Lieutenant Commander's Investiture,,,Würdengewand des Feldkommandanten,少校的授权,Убор Лейтенанта-Командора,Investidura de Teniente Coronel,Investidura do Tenente-Comandante,4128894,23302,23303,23288,23289,23316,23317,0,0,0,0,0,0,0,0,0,0,0,14047,23044,14467,45530,0,0,0,0,2,4,6,6,0,0,0,0,0,0
550,Lieutenant Commander's Pursuance,,,Jagdrüstung des Feldkommandanten,少校的职责,Упорство Лейтенанта-Командора,Persistencia de Teniente Coronel,Prossecução do Tenente-Comandante,4128894,23292,23293,23278,23279,23306,23307,0,0,0,0,0,0,0,0,0,0,0,14467,14384,23158,45530,0,0,0,0,6,2,4,6,0,0,0,0,0,0
